synthetic_distribution,context_len,head_dim,trials,seed,configuration,kv_bits,scale_format,granularity,group_size,normalized_qk_logit_rmse,attention_output_relative_rmse,attention_output_cosine,normalized_logit_bias,normalized_attention_output_bias,k_relative_rmse,v_relative_rmse,quant_only_qk_logit_rmse,quant_only_attention_output_rmse,scale_only_qk_logit_rmse,scale_only_attention_output_rmse,scale_only_k_rmse,scale_only_v_rmse,payload_bytes_per_k_or_v_token,metadata_bytes_per_k_or_v_token,total_bytes_per_k_or_v_token,kv_pair_bytes_per_token,effective_bits_per_value
outliers_1pct_x10,1024,64,8,3018058170,Q8_KV8,8,FP16,token64,64,0.014941478069563913,0.012462256415518529,0.9999001207913778,-0.00010940290456033089,0.00038699787167449255,0.009477740393091093,0.009436498528905652,0.014940209325483674,0.01278036027902895,0.00020917106697629438,0.0012258959517818927,0.00020856695206803428,0.00020925513887566782,64.0,2.0,66.0,132.0,8.25
outliers_1pct_x10,1024,64,8,3018058170,Q8_KV5,5,FP16,token64,64,0.08229345978590472,0.09785772950668639,0.9938575846133688,0.0008753835015818414,-0.0019752786707616945,0.08025437528743559,0.07974085082514953,0.08229287613866948,0.09776131678472769,0.00020106291076472656,0.0008381777315661102,0.00020223462976992415,0.00020105455711521314,40.0,2.0,42.0,84.0,5.25
outliers_1pct_x10,1024,64,8,3018058170,Q8_KV4,4,FP16,token64,64,0.16967054460623346,0.1819545721883011,0.9754733159179318,-2.9410087942921772e-05,-0.012858245318901954,0.16982213715690153,0.16858585315738558,0.16966747369604074,0.1819744997217365,0.00019642685586509774,0.0008116964738408509,0.00019772542603989864,0.00019852021730229068,32.0,2.0,34.0,68.0,4.25
outliers_1pct_x10,1024,64,8,3018058170,Q8_KV3,3,FP16,token64,64,0.34651098252013635,0.3674111728968596,0.918508433577004,0.0020527189585400345,-0.0017892726115306748,0.3412434977988048,0.34058892424941256,0.34651508603772607,0.36739922777651923,0.00019943037415377448,0.0010299551237729389,0.00019769690812716244,0.00019651108439469698,24.0,2.0,26.0,52.0,3.25
outliers_1pct_x10,2048,64,4,1878021013,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
outliers_1pct_x10,2048,64,4,1878021013,Q8_FP_KV,FP,none,none,64,0.008400549152292084,0.007773286760807788,0.9999799778108245,-4.480071131928871e-05,0.00046704211567905697,0.0,0.0,0.008400549152292084,0.007773286760807788,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
outliers_1pct_x10,2048,64,4,1878021013,Q8_KV8,8,FP16,token64,64,0.012823867888696612,0.014776309336132179,0.9998979361966627,-0.0001397963875361137,0.0017378072408219699,0.00944669484838021,0.00942104255943151,0.012821892313841858,0.015297061009242136,0.00020786919239075785,0.0007647044194650028,0.00020857940861956253,0.000207329124704445,64.0,2.0,66.0,132.0,8.25
outliers_1pct_x10,2048,64,4,1878021013,Q8_KV5,5,FP16,token64,64,0.08112141420929889,0.1334636037804486,0.9941287637851745,-0.0002589099637303528,-0.01258079089268723,0.08005614593748363,0.07969488456053808,0.08112487638592568,0.133875387989034,0.0002022782500288965,0.0007883108325227691,0.00020170475447352048,0.00020122223947762125,40.0,2.0,42.0,84.0,5.25
outliers_1pct_x10,2048,64,4,1878021013,Q8_KV4,4,FP16,token64,64,0.1728544313441103,0.2216789099444978,0.972941249901324,0.00041546534236976395,0.01167609130000138,0.16909441597141436,0.16847445364494215,0.17285594209319913,0.22199694596653025,0.0001995605067429499,0.000955402408519381,0.00019971668216305557,0.00019875171155042543,32.0,2.0,34.0,68.0,4.25
outliers_1pct_x10,2048,64,4,1878021013,Q8_KV3,3,FP16,token64,64,0.34343552246810843,0.3791375714673417,0.9158873289847346,0.0032535473147896395,0.028792313082397762,0.3394425678038142,0.3413353475638878,0.3434340784608253,0.3793203675203508,0.0001963909509372614,0.0007415377846508874,0.0001968817572563614,0.00019844633529563155,24.0,2.0,26.0,52.0,3.25
outliers_1pct_x10,4096,64,4,1318233436,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
outliers_1pct_x10,4096,64,4,1318233436,Q8_FP_KV,FP,none,none,64,0.005205784990913608,0.005122048932260254,0.9999869866544183,1.7111101327300462e-05,0.00027098905487398054,0.0,0.0,0.005205784990913608,0.005122048932260254,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
outliers_1pct_x10,4096,64,4,1318233436,Q8_KV8,8,FP16,token64,64,0.010682708043432626,0.014274074720950434,0.9999004156656179,-4.784990606741199e-05,0.00031416269184836375,0.009431091462142977,0.009493443864495337,0.010679038471756604,0.014223362293373065,0.00020914963015205133,0.0005185078067284148,0.00020787660177434684,0.0002068407595271837,64.0,2.0,66.0,132.0,8.25
outliers_1pct_x10,4096,64,4,1318233436,Q8_KV5,5,FP16,token64,64,0.08053860279068176,0.11593717499668202,0.993373040542495,-0.0009217844734044416,-0.005024101037145029,0.07976692333320191,0.08034157822515249,0.08053824222719395,0.11592734534157964,0.00019984747349287616,0.0004941803947894051,0.00020096996218537416,0.00020164030771948265,40.0,2.0,42.0,84.0,5.25
outliers_1pct_x10,4096,64,4,1318233436,Q8_KV4,4,FP16,token64,64,0.16857220629061753,0.2436389037244884,0.9720067512438564,0.0008181110590520644,0.01121062534754557,0.1685558839377357,0.16940683560443692,0.16856952830491606,0.24357683855392492,0.00019756341790880727,0.0004594830545958342,0.0001980909095582961,0.0001980955436843974,32.0,2.0,34.0,68.0,4.25
outliers_1pct_x10,4096,64,4,1318233436,Q8_KV3,3,FP16,token64,64,0.3405407789754012,0.4658498867682224,0.8991532574648673,0.0031267795012964723,0.025474819621077102,0.34105408013792415,0.3419601293593691,0.34053890669036724,0.4658679730116137,0.0001964555679730974,0.0004511778769974611,0.00019598875688422743,0.00019570245083261182,24.0,2.0,26.0,52.0,3.25
